GO_ID	LEVEL	NAME
GO:0071363	6	cellular response to growth factor stimulus
GO:0071364	7	cellular response to epidermal growth factor stimulus
GO:0071365	7	cellular response to auxin stimulus
GO:0071366	8	cellular response to indolebutyric acid stimulus
GO:0071367	7	cellular response to brassinosteroid stimulus
GO:0071368	7	cellular response to cytokinin stimulus
GO:0071369	7	cellular response to ethylene stimulus
GO:0071370	7	cellular response to gibberellin stimulus
GO:0071371	7	cellular response to gonadotropin stimulus
GO:0071372	8	cellular response to follicle-stimulating hormone stimulus
GO:0071373	9	cellular response to luteinizing hormone stimulus
GO:0071374	7	cellular response to parathyroid hormone stimulus
GO:0071375	8	cellular response to peptide hormone stimulus
GO:0071376	9	cellular response to corticotropin-releasing hormone stimulus
GO:0071377	9	cellular response to glucagon stimulus
GO:0071378	9	cellular response to growth hormone stimulus
GO:0071379	8	cellular response to prostaglandin stimulus
GO:0071380	9	cellular response to prostaglandin E stimulus
GO:0071381	9	cellular response to prostaglandin F stimulus
GO:0071382	9	cellular response to prostaglandin I stimulus
GO:0071383	7	cellular response to steroid hormone stimulus
GO:0071384	8	cellular response to corticosteroid stimulus
GO:0071385	9	cellular response to glucocorticoid stimulus
GO:0071386	10	cellular response to corticosterone stimulus
GO:0071387	10	cellular response to cortisol stimulus
GO:0071388	10	cellular response to cortisone stimulus
GO:0071389	9	cellular response to mineralocorticoid stimulus
GO:0071390	8	cellular response to ecdysone
GO:0071391	7	cellular response to estrogen stimulus
GO:0071392	7	cellular response to estradiol stimulus
GO:0071393	8	cellular response to progesterone stimulus
GO:0071394	7	cellular response to testosterone stimulus
GO:0071395	7	cellular response to jasmonic acid stimulus
GO:0071396	6	cellular response to lipid
GO:0071397	8	cellular response to cholesterol
GO:0071398	7	cellular response to fatty acid
GO:0071399	8	cellular response to linoleic acid
GO:0071400	8	cellular response to oleic acid
GO:0071401	7	cellular response to triglyceride
GO:0071402	4	cellular response to lipoprotein particle stimulus
GO:0071403	5	cellular response to high density lipoprotein particle stimulus
GO:0071404	7	cellular response to low-density lipoprotein particle stimulus
GO:0071405	7	cellular response to methanol
GO:0071406	6	cellular response to methylmercury
GO:0071407	6	cellular response to organic cyclic compound
GO:0071408	7	cellular response to cycloalkane
GO:0071409	7	cellular response to cycloheximide
GO:0071410	7	cellular response to cyclopentenone
GO:0071411	7	cellular response to fluoxetine
GO:0071412	9	cellular response to genistein
GO:0071413	8	cellular response to hydroxyisoflavone
GO:0071414	7	cellular response to methotrexate
GO:0071415	7	cellular response to purine-containing compound
GO:0071416	8	cellular response to tropane
GO:0071417	6	cellular response to organonitrogen compound
GO:0071418	7	cellular response to amine stimulus
GO:0071419	8	cellular response to amphetamine
GO:0071420	7	cellular response to histamine
GO:0071421	10	manganese ion transmembrane transport
GO:0071422	12	succinate transmembrane transport
GO:0071423	12	malate transmembrane transport
GO:0071424	9	rRNA (cytosine-N4-)-methyltransferase activity
GO:0071425	5	hematopoietic stem cell proliferation
GO:0071426	11	ribonucleoprotein complex export from nucleus
GO:0071427	12	mRNA-containing ribonucleoprotein complex export from nucleus
GO:0071428	12	rRNA-containing ribonucleoprotein complex export from nucleus
GO:0071429	12	snRNA-containing ribonucleoprotein complex export from nucleus
GO:0071430	12	pre-miRNA-containing ribonucleoprotein complex export from nucleus
GO:0071431	12	tRNA-containing ribonucleoprotein complex export from nucleus
GO:0071432	8	peptide mating pheromone maturation involved in positive regulation of conjugation with cellular fusion
GO:0071433	7	cell wall repair
GO:0071434	7	cell chemotaxis to angiotensin
GO:0071437	5	invadopodium
GO:0071438	6	invadopodium membrane
GO:0071439	4	clathrin complex
GO:0071440	12	regulation of histone H3-K14 acetylation
GO:0071441	12	negative regulation of histone H3-K14 acetylation
GO:0071442	12	positive regulation of histone H3-K14 acetylation
GO:0071443	8	tDNA binding
GO:0071444	6	cellular response to pheromone
GO:0071446	7	cellular response to salicylic acid stimulus
GO:0071447	7	cellular response to hydroperoxide
GO:0071448	8	cellular response to alkyl hydroperoxide
GO:0071449	8	cellular response to lipid hydroperoxide
GO:0071450	8	cellular response to oxygen radical
GO:0071451	9	cellular response to superoxide
GO:0071452	8	cellular response to singlet oxygen
GO:0071453	5	cellular response to oxygen levels
GO:0071454	7	cellular response to anoxia
GO:0071455	7	cellular response to hyperoxia
GO:0071456	7	cellular response to hypoxia
GO:0071457	8	cellular response to ozone
GO:0071458	7	integral component of cytoplasmic side of endoplasmic reticulum membrane
GO:0071459	8	protein localization to chromosome, centromeric region
GO:0071460	6	cellular response to cell-matrix adhesion
GO:0071461	4	cellular response to redox state
GO:0071462	6	cellular response to water stimulus
GO:0071463	7	cellular response to humidity
GO:0071464	7	cellular response to hydrostatic pressure
GO:0071465	8	cellular response to desiccation
GO:0071466	5	cellular response to xenobiotic stimulus
GO:0071467	6	cellular response to pH
GO:0071468	7	cellular response to acidic pH
GO:0071469	7	cellular response to alkaline pH
GO:0071470	6	cellular response to osmotic stress
GO:0071471	7	cellular response to non-ionic osmotic stress
GO:0071472	7	cellular response to salt stress
GO:0071473	8	cellular response to cation stress
GO:0071474	7	cellular hyperosmotic response
GO:0071475	8	cellular hyperosmotic salinity response
GO:0071476	7	cellular hypotonic response
GO:0071477	8	cellular hypotonic salinity response
GO:0071478	6	cellular response to radiation
GO:0071479	7	cellular response to ionizing radiation
GO:0071480	8	cellular response to gamma radiation
GO:0071481	8	cellular response to X-ray
GO:0071482	7	cellular response to light stimulus
GO:0071483	8	cellular response to blue light
GO:0071484	8	cellular response to light intensity
GO:0071485	9	cellular response to absence of light
GO:0071486	9	cellular response to high light intensity
GO:0071487	9	cellular response to low light intensity stimulus
GO:0071488	9	cellular response to very low light intensity stimulus
GO:0071489	8	cellular response to red or far red light
GO:0071490	9	cellular response to far red light
GO:0071491	9	cellular response to red light
GO:0071492	9	cellular response to UV-A
GO:0071493	9	cellular response to UV-B
GO:0071494	9	cellular response to UV-C
GO:0071495	4	cellular response to endogenous stimulus
GO:0071496	4	cellular response to external stimulus
GO:0071497	7	cellular response to freezing
GO:0071498	5	cellular response to fluid shear stress
GO:0071499	6	cellular response to laminar fluid shear stress
GO:0071500	6	cellular response to nitrosative stress
GO:0071501	5	cellular response to sterol depletion
GO:0071502	5	cellular response to temperature stimulus
GO:0071503	6	response to heparin
GO:0071504	7	cellular response to heparin
GO:0071505	6	response to mycophenolic acid
GO:0071506	7	cellular response to mycophenolic acid
GO:0071507	11	pheromone response MAPK cascade
GO:0071508	12	activation of MAPK activity involved in conjugation with cellular fusion
GO:0071509	12	activation of MAPKK activity involved in conjugation with cellular fusion
GO:0071510	12	activation of MAPKKK activity involved in conjugation with cellular fusion
GO:0071511	12	inactivation of MAPK activity involved in conjugation with cellular fusion
GO:0071513	4	phosphopantothenoylcysteine decarboxylase complex
GO:0071514	6	genetic imprinting
GO:0071515	8	genetic imprinting at mating-type locus
GO:0071516	8	establishment of imprinting at mating-type locus
GO:0071517	8	maintenance of imprinting at mating-type locus
GO:0071518	6	autoinducer-2 kinase activity
GO:0071519	9	actomyosin contractile ring actin filament bundle assembly
GO:0071520	10	actomyosin contractile ring assembly actin filament bundle convergence
GO:0071521	3	Cdc42 GTPase complex
GO:0071522	6	ureidoglycine aminohydrolase activity
GO:0071524	8	pyrrolysine biosynthetic process
GO:0071525	7	pyrrolysine metabolic process
GO:0071526	7	semaphorin-plexin signaling pathway
GO:0071527	8	semaphorin-plexin signaling pathway involved in outflow tract morphogenesis
GO:0071528	12	tRNA re-export from nucleus
GO:0071529	7	cementum mineralization
GO:0071532	5	ankyrin repeat binding
GO:0071535	5	RING-like zinc finger domain binding
GO:0071539	10	protein localization to centrosome
GO:0071540	4	eukaryotic translation initiation factor 3 complex, eIF3e
GO:0071541	4	eukaryotic translation initiation factor 3 complex, eIF3m
GO:0071542	6	dopaminergic neuron differentiation
GO:0071543	8	diphosphoinositol polyphosphate metabolic process
GO:0071544	9	diphosphoinositol polyphosphate catabolic process
GO:0071545	8	inositol phosphate catabolic process
GO:0071546	9	pi-body
GO:0071547	9	piP-body
GO:0071548	9	response to dexamethasone
GO:0071549	10	cellular response to dexamethasone stimulus
GO:0071550	7	death-inducing signaling complex assembly
GO:0071551	5	RIP homotypic interaction motif binding
GO:0071553	6	G protein-coupled pyrimidinergic nucleotide receptor activity
GO:0071554	3	cell wall organization or biogenesis
GO:0071555	6	cell wall organization
GO:0071556	7	integral component of lumenal side of endoplasmic reticulum membrane
GO:0071557	12	histone H3-K27 demethylation
GO:0071558	6	histone demethylase activity (H3-K27 specific)
GO:0071559	6	response to transforming growth factor beta
GO:0071560	7	cellular response to transforming growth factor beta stimulus
GO:0071561	4	nucleus-vacuole junction
GO:0071562	6	nucleus-vacuole junction assembly
GO:0071563	3	Myo2p-Vac17p-Vac8p transport complex
GO:0071564	6	npBAF complex
GO:0071565	6	nBAF complex
GO:0071566	6	UFM1 activating enzyme activity
GO:0071567	8	UFM1 hydrolase activity
GO:0071568	5	UFM1 transferase activity
GO:0071569	10	protein ufmylation
GO:0071570	6	cement gland development
GO:0071572	12	histone H3-K56 deacetylation
GO:0071573	9	shelterin complex assembly
GO:0071574	8	protein localization to medial cortex
GO:0071575	6	integral component of external side of plasma membrane
GO:0071576	5	tetrahydrodictyopterin binding
GO:0071577	10	zinc ion transmembrane transport
GO:0071578	11	zinc ion import across plasma membrane
GO:0071579	8	regulation of zinc ion transport
GO:0071580	9	regulation of zinc ion transmembrane transport
GO:0071581	10	regulation of zinc ion transmembrane import
GO:0071582	9	negative regulation of zinc ion transport
GO:0071583	10	negative regulation of zinc ion transmembrane transport
GO:0071584	11	negative regulation of zinc ion transmembrane import
GO:0071585	4	detoxification of cadmium ion
GO:0071586	8	CAAX-box protein processing
GO:0071587	9	CAAX-box protein modification
GO:0071588	6	hydrogen peroxide mediated signaling pathway
GO:0071589	9	pyridine nucleoside biosynthetic process
GO:0071590	10	nicotinamide riboside biosynthetic process
GO:0071591	9	nicotinic acid riboside metabolic process
GO:0071592	10	nicotinic acid riboside biosynthetic process
GO:0071593	7	lymphocyte aggregation
GO:0071594	9	thymocyte aggregation
GO:0071595	6	Nem1-Spo7 phosphatase complex
GO:0071596	11	ubiquitin-dependent protein catabolic process via the N-end rule pathway
GO:0071597	3	cellular birth scar
GO:0071598	8	neuronal ribonucleoprotein granule
GO:0071599	6	otic vesicle development
GO:0071600	7	otic vesicle morphogenesis
GO:0071601	4	sphere organelle
GO:0071602	10	phytosphingosine biosynthetic process
GO:0071603	6	endothelial cell-cell adhesion
GO:0071604	7	transforming growth factor beta production
GO:0071605	8	monocyte chemotactic protein-1 production
GO:0071606	8	chemokine (C-C motif) ligand 4 production
GO:0071607	8	macrophage inflammatory protein-1 gamma production
GO:0071608	8	macrophage inflammatory protein-1 alpha production
GO:0071609	8	chemokine (C-C motif) ligand 5 production
GO:0071610	8	chemokine (C-C motif) ligand 1 production
GO:0071611	7	granulocyte colony-stimulating factor production
GO:0071612	8	IP-10 production
GO:0071613	4	granzyme B production
GO:0071614	5	linoleic acid epoxygenase activity
GO:0071615	4	oxidative deethylation
GO:0071616	12	acyl-CoA biosynthetic process
GO:0071617	6	lysophospholipid acyltransferase activity
GO:0071618	7	lysophosphatidylethanolamine acyltransferase activity
GO:0071619	12	phosphorylation of RNA polymerase II C-terminal domain serine 2 residues
GO:0071620	12	phosphorylation of RNA polymerase II C-terminal domain serine 5 residues
GO:0071621	9	granulocyte chemotaxis
GO:0071622	10	regulation of granulocyte chemotaxis
GO:0071623	11	negative regulation of granulocyte chemotaxis
GO:0071624	11	positive regulation of granulocyte chemotaxis
GO:0071625	3	vocalization behavior
GO:0071626	5	mastication
GO:0071627	7	integral component of fungal-type vacuolar membrane
GO:0071628	6	intrinsic component of fungal-type vacuolar membrane
GO:0071629	11	cytoplasm protein quality control by the ubiquitin-proteasome system
GO:0071630	11	nuclear protein quality control by the ubiquitin-proteasome system
GO:0071631	11	mating pheromone secretion involved in positive regulation of conjugation with cellular fusion
GO:0071632	8	optomotor response
GO:0071633	7	dihydroceramidase activity
GO:0071634	8	regulation of transforming growth factor beta production
GO:0071635	9	negative regulation of transforming growth factor beta production
GO:0071636	9	positive regulation of transforming growth factor beta production
GO:0071637	9	regulation of monocyte chemotactic protein-1 production
GO:0071638	10	negative regulation of monocyte chemotactic protein-1 production
GO:0071639	10	positive regulation of monocyte chemotactic protein-1 production
GO:0071640	9	regulation of macrophage inflammatory protein 1 alpha production
GO:0071641	10	negative regulation of macrophage inflammatory protein 1 alpha production
GO:0071642	10	positive regulation of macrophage inflammatory protein 1 alpha production
GO:0071643	9	regulation of chemokine (C-C motif) ligand 4 production
GO:0071644	10	negative regulation of chemokine (C-C motif) ligand 4 production
GO:0071645	10	positive regulation of chemokine (C-C motif) ligand 4 production
GO:0071646	9	regulation of macrophage inflammatory protein-1 gamma production
GO:0071647	10	negative regulation of macrophage inflammatory protein-1 gamma production
GO:0071648	10	positive regulation of macrophage inflammatory protein-1 gamma production
GO:0071649	9	regulation of chemokine (C-C motif) ligand 5 production
GO:0071650	10	negative regulation of chemokine (C-C motif) ligand 5 production
GO:0071651	10	positive regulation of chemokine (C-C motif) ligand 5 production
GO:0071652	9	regulation of chemokine (C-C motif) ligand 1 production
