DE_gene		UP000001056_306901	UP000001805_367110	UP000001881_771870	UP000008984_431241	pa_allcds_prot_6_32
Pa_4_7680	OG0000895	tr|Q2GSL1|Q2GSL1_CHAGB	tr|Q7RZG8|Q7RZG8_NEUCR	tr|F7W7K5|F7W7K5_SORMK	tr|G0RRN2|G0RRN2_HYPJQ, tr|G0RU57|G0RU57_HYPJQ	Pa_4_7680|chrm4|Putative
Pa_4_7740	OG0002945	tr|Q2GSE2|Q2GSE2_CHAGB	tr|Q7S2F5|Q7S2F5_NEUCR	tr|F7W541|F7W541_SORMK	tr|G0RMQ6|G0RMQ6_HYPJQ	Pa_4_7740|chrm4|Putative
Pa_4_7760	OG0003104	tr|Q2GSE3|Q2GSE3_CHAGB	tr|Q7S2F7|Q7S2F7_NEUCR	tr|F7W540|F7W540_SORMK	tr|G0RNS5|G0RNS5_HYPJQ	Pa_4_7760|chrm4|Putative
Pa_4_780	OG0000260	tr|Q2GUE5|Q2GUE5_CHAGB, tr|Q2HDS3|Q2HDS3_CHAGB	tr|Q7S5M4|Q7S5M4_NEUCR, tr|Q7SGP4|Q7SGP4_NEUCR	tr|F7VRE8|F7VRE8_SORMK, tr|F7VW56|F7VW56_SORMK, tr|F7W5J8|F7W5J8_SORMK		Pa_1_9310|chrm1|Putative, Pa_4_780|chrm4|Putative, Pa_4_9220|chrm4|Putative
Pa_4_7820	OG0005300	tr|Q2GSJ3|Q2GSJ3_CHAGB	tr|Q7S1W6|Q7S1W6_NEUCR	tr|F7W4Y5|F7W4Y5_SORMK	sp|Q7Z9M8|XG74_HYPJQ	Pa_4_7820|chrm4|Putative
Pa_4_7890	OG0006935		tr|Q7RZH6|Q7RZH6_NEUCR	tr|F7W7L4|F7W7L4_SORMK	tr|G0RQ07|G0RQ07_HYPJQ	Pa_4_7890|chrm4|Putative
Pa_4_7970	OG0000581	tr|Q2GN76|Q2GN76_CHAGB, tr|Q2GX11|Q2GX11_CHAGB, tr|Q2HHM8|Q2HHM8_CHAGB	tr|A7UXF2|A7UXF2_NEUCR	tr|F7WBG3|F7WBG3_SORMK	tr|G0R8V7|G0R8V7_HYPJQ	Pa_4_7970|chrm4|Putative
Pa_4_800	OG0003111	tr|Q2GUE7|Q2GUE7_CHAGB	tr|Q7S5P5|Q7S5P5_NEUCR	tr|F7W5L7|F7W5L7_SORMK	tr|G0RN46|G0RN46_HYPJQ	Pa_4_800|chrm4|Putative
Pa_4_8000	OG0001502	tr|Q2GSD6|Q2GSD6_CHAGB	tr|Q7S6E6|Q7S6E6_NEUCR	tr|F7W062|F7W062_SORMK	tr|G0RNT9|G0RNT9_HYPJQ	Pa_4_8000|chrm4|Putative
Pa_4_8010	OG0000911	tr|Q2GSD7|Q2GSD7_CHAGB	tr|Q7S6E8|Q7S6E8_NEUCR	tr|F7W063|F7W063_SORMK	tr|G0RHL2|G0RHL2_HYPJQ, tr|G0RNT8|G0RNT8_HYPJQ	Pa_4_8010|chrm4|Putative
Pa_4_8020	OG0000029	tr|Q2GM01|Q2GM01_CHAGB, tr|Q2GSF8|Q2GSF8_CHAGB, tr|Q2GTA0|Q2GTA0_CHAGB, tr|Q2GWP2|Q2GWP2_CHAGB, tr|Q2H024|Q2H024_CHAGB, tr|Q2H7G8|Q2H7G8_CHAGB	tr|Q7RZ82|Q7RZ82_NEUCR, tr|Q7S0T6|Q7S0T6_NEUCR, tr|Q7SHQ3|Q7SHQ3_NEUCR, tr|V5IL88|V5IL88_NEUCR	tr|F7VRR9|F7VRR9_SORMK, tr|F7VT98|F7VT98_SORMK, tr|F7W517|F7W517_SORMK, tr|F7WBR9|F7WBR9_SORMK	tr|G0R8I5|G0R8I5_HYPJQ, tr|G0RA11|G0RA11_HYPJQ, tr|G0RG32|G0RG32_HYPJQ, tr|G0RNU9|G0RNU9_HYPJQ, tr|G0RPG8|G0RPG8_HYPJQ, tr|G0RW89|G0RW89_HYPJQ	Pa_1_11130|chrm1|Putative, Pa_2_6370|chrm2|Putative, Pa_3_3800|chrm3|Putative, Pa_4_1570|chrm4|Putative, Pa_4_3530|chrm4|Putative, Pa_4_8020|chrm4|Putative, Pa_5_9910|chrm5|Putative, Pa_6_10350|chrm6|Putative
Pa_4_8067	OG0009089			tr|F7VVI0|F7VVI0_SORMK		Pa_4_8067|chrm4|Putative
Pa_4_8120	OG0002654	tr|Q2GSC9|Q2GSC9_CHAGB	tr|Q7S6F6|Q7S6F6_NEUCR	tr|F7W079|F7W079_SORMK	tr|G0RBB5|G0RBB5_HYPJQ	Pa_4_8120|chrm4|Putative
Pa_4_8130	OG0005216	tr|Q2GSD0|Q2GSD0_CHAGB	tr|Q7S6F7|Q7S6F7_NEUCR	tr|F7W078|F7W078_SORMK	tr|G0RBB6|G0RBB6_HYPJQ	Pa_4_8130|chrm4|Putative
Pa_4_8180	OG0003835	tr|Q2GSF3|Q2GSF3_CHAGB	tr|V5IKT5|V5IKT5_NEUCR	tr|F7W531|F7W531_SORMK	tr|G0RC67|G0RC67_HYPJQ	Pa_4_8180|chrm4|Putative
Pa_4_8240	OG0007944				tr|G0RRH5|G0RRH5_HYPJQ	Pa_3_8540|chrm3|Putative, Pa_4_8240|chrm4|Putative
Pa_4_8300	OG0000173	tr|Q2GSB9|Q2GSB9_CHAGB, tr|Q2GXR5|Q2GXR5_CHAGB, tr|Q2H3T2|Q2H3T2_CHAGB	tr|Q1K5Z4|Q1K5Z4_NEUCR, tr|Q1K7B1|Q1K7B1_NEUCR	tr|F7VWZ6|F7VWZ6_SORMK, tr|F7W6I2|F7W6I2_SORMK	tr|G0RBA4|G0RBA4_HYPJQ, tr|G0RH41|G0RH41_HYPJQ	Pa_2_11510|chrm2|Putative, Pa_4_8300|chrm4|Putative, Pa_5_7400|chrm5|Putative
Pa_4_8320	OG0006346	tr|Q2GSB8|Q2GSB8_CHAGB	tr|Q1K5Z5|Q1K5Z5_NEUCR	tr|F7W6I1|F7W6I1_SORMK		Pa_4_8320|chrm4|Putative
Pa_4_8370	OG0000563	tr|Q2HBV9|Q2HBV9_CHAGB	tr|A7UWP0|A7UWP0_NEUCR	tr|F7WA97|F7WA97_SORMK	tr|G0RDW1|G0RDW1_HYPJQ, tr|G0RNG3|G0RNG3_HYPJQ	Pa_2_6670|chrm2|Putative, Pa_4_8370|chrm4|Putative, Pa_7_5040|chrm7|Putative
Pa_4_8380	OG0000514	tr|Q2GVN1|Q2GVN1_CHAGB	tr|Q1K5J8|Q1K5J8_NEUCR	tr|F7VP47|F7VP47_SORMK	tr|G0RKY0|G0RKY0_HYPJQ, tr|G0RRB5|G0RRB5_HYPJQ, tr|G0RXF8|G0RXF8_HYPJQ	Pa_3_4990|chrm3|Putative, Pa_4_8380|chrm4|Putative
Pa_4_8390	OG0000512	tr|Q2GRI3|Q2GRI3_CHAGB, tr|Q2GSD2|Q2GSD2_CHAGB	tr|Q7S6F9|Q7S6F9_NEUCR	tr|F7W076|F7W076_SORMK	tr|G0RBB7|G0RBB7_HYPJQ, tr|G0RQ45|G0RQ45_HYPJQ, tr|G0RRJ6|G0RRJ6_HYPJQ	Pa_4_8390|chrm4|Putative
Pa_4_8400	OG0000889	tr|Q2GN89|Q2GN89_CHAGB, tr|Q2GU70|Q2GU70_CHAGB, tr|Q2H637|Q2H637_CHAGB				Pa_4_8400|chrm4|Putative, Pa_4_8455|chrm4|Putative, Pa_4_8715|chrm4|Putative
Pa_4_8455	OG0000889	tr|Q2GN89|Q2GN89_CHAGB, tr|Q2GU70|Q2GU70_CHAGB, tr|Q2H637|Q2H637_CHAGB				Pa_4_8400|chrm4|Putative, Pa_4_8455|chrm4|Putative, Pa_4_8715|chrm4|Putative
Pa_4_850	OG0000061	tr|Q2GMJ8|Q2GMJ8_CHAGB, tr|Q2GQJ7|Q2GQJ7_CHAGB, tr|Q2GU75|Q2GU75_CHAGB, tr|Q2HEY6|Q2HEY6_CHAGB	tr|Q7S5C9|Q7S5C9_NEUCR, tr|Q7S6B2|Q7S6B2_NEUCR, tr|Q7S776|Q7S776_NEUCR, tr|Q7SFU8|Q7SFU8_NEUCR	tr|F7VQW9|F7VQW9_SORMK, tr|F7WC73|F7WC73_SORMK	tr|G0RC28|G0RC28_HYPJQ, tr|G0RQY8|G0RQY8_HYPJQ	Pa_0_870|chrm2|Putative, Pa_1_5790|chrm1|Putative, Pa_3_2010|chrm3|Putative, Pa_3_2690|chrm3|Putative, Pa_4_4300|chrm4|Putative, Pa_4_850|chrm4|Putative, Pa_5_3820|chrm5|Putative, Pa_7_1150|chrm7|Putative
Pa_4_8500	OG0005779	tr|Q2GSS2|Q2GSS2_CHAGB	tr|Q7S6A3|Q7S6A3_NEUCR	tr|F7VW08|F7VW08_SORMK	tr|G0RNV0|G0RNV0_HYPJQ	Pa_4_8500|chrm4|Putative
Pa_4_8570	OG0001415	tr|Q2GSR2|Q2GSR2_CHAGB	tr|Q7S6G9|Q7S6G9_NEUCR	tr|F7VW06|F7VW06_SORMK	tr|G0RC35|G0RC35_HYPJQ	Pa_4_8570|chrm4|NAD-dependent
Pa_4_860	OG0001327	tr|Q2GSK2|Q2GSK2_CHAGB, tr|Q2GYQ6|Q2GYQ6_CHAGB, tr|Q2GYX7|Q2GYX7_CHAGB, tr|Q2HC19|Q2HC19_CHAGB				Pa_4_860|chrm4|Putative
Pa_4_8660	OG0002946	tr|Q2GSQ5|Q2GSQ5_CHAGB	tr|V5IKL1|V5IKL1_NEUCR	tr|F7W056|F7W056_SORMK	tr|G0RQ39|G0RQ39_HYPJQ	Pa_4_8660|chrm4|Putative
Pa_4_8680	OG0006960		tr|Q7S6H7|Q7S6H7_NEUCR	tr|F7W029|F7W029_SORMK	tr|G0RNB2|G0RNB2_HYPJQ	Pa_4_8680|chrm4|Putative
Pa_4_870	OG0000133	tr|Q2GUF7|Q2GUF7_CHAGB, tr|Q2H2F3|Q2H2F3_CHAGB, tr|Q2HDA4|Q2HDA4_CHAGB	tr|Q7RZ43|Q7RZ43_NEUCR, tr|Q7S3Q8|Q7S3Q8_NEUCR, tr|Q7S5Q4|Q7S5Q4_NEUCR	tr|F7VKQ1|F7VKQ1_SORMK, tr|F7VMH5|F7VMH5_SORMK, tr|F7W593|F7W593_SORMK, tr|F7W5M5|F7W5M5_SORMK	tr|G0RN50|G0RN50_HYPJQ, tr|G0RU13|G0RU13_HYPJQ	Pa_4_870|chrm4|Putative, Pa_6_10540|chrm6|Putative
Pa_4_8720	OG0000970	tr|Q2GSP4|Q2GSP4_CHAGB	tr|Q7S6H8|Q7S6H8_NEUCR	tr|F7W030|F7W030_SORMK	tr|G0RNA9|G0RNA9_HYPJQ, tr|G0RVH8|G0RVH8_HYPJQ	Pa_4_8720|chrm4|Putative
Pa_4_8730	OG0005778	tr|Q2GSP5|Q2GSP5_CHAGB	tr|Q7S6H9|Q7S6H9_NEUCR	tr|F7W031|F7W031_SORMK	tr|G0RNB0|G0RNB0_HYPJQ	Pa_4_8730|chrm4|Putative
Pa_4_8790	OG0002102	tr|Q2GSA8|Q2GSA8_CHAGB	tr|F5HEL0|F5HEL0_NEUCR	tr|F7W6H1|F7W6H1_SORMK	tr|G0RN77|G0RN77_HYPJQ	Pa_4_8790|chrm4|Putative
Pa_4_880	OG0000099	tr|Q2GMF8|Q2GMF8_CHAGB, tr|Q2GRA7|Q2GRA7_CHAGB, tr|Q2GUF3|Q2GUF3_CHAGB, tr|Q2GYZ3|Q2GYZ3_CHAGB		tr|F7VKD7|F7VKD7_SORMK, tr|F7VM66|F7VM66_SORMK, tr|F7W5M3|F7W5M3_SORMK, tr|F7WBL7|F7WBL7_SORMK, tr|F7WBL8|F7WBL8_SORMK		Pa_1_15920|chrm1|Putative, Pa_1_24480|chrm1|Putative, Pa_3_11130|chrm3|Putative, Pa_4_5130|chrm4|Putative, Pa_4_880|chrm4|Putative, Pa_5_5180|chrm5|Putative, Pa_7_4250|chrm7|Putative
Pa_4_8800	OG0000526	tr|Q2GS97|Q2GS97_CHAGB	tr|Q7S4H3|Q7S4H3_NEUCR	tr|F7VVT7|F7VVT7_SORMK	tr|G0RIX4|G0RIX4_HYPJQ, tr|G0RN90|G0RN90_HYPJQ, tr|G0RVR7|G0RVR7_HYPJQ	Pa_4_8800|chrm4|Putative, Pa_5_9460|chrm5|Putative
Pa_4_8900	OG0000478	tr|Q2GS90|Q2GS90_CHAGB, tr|Q2HD49|Q2HD49_CHAGB	tr|Q7S6F1|Q7S6F1_NEUCR	tr|F7W069|F7W069_SORMK	tr|G0RBA6|G0RBA6_HYPJQ, tr|G0RGU5|G0RGU5_HYPJQ, tr|G0RKZ8|G0RKZ8_HYPJQ	Pa_4_8900|chrm4|Putative
Pa_4_8950	OG0007094		tr|Q7S636|Q7S636_NEUCR	tr|F7VW30|F7VW30_SORMK	tr|G0RNH9|G0RNH9_HYPJQ	Pa_4_8950|chrm4|copper
Pa_4_9010	OG0007792		tr|V5IKL8|V5IKL8_NEUCR	tr|F7VW31|F7VW31_SORMK		Pa_4_9010|chrm4|Putative
Pa_4_9020	OG0000691	tr|Q2GSW9|Q2GSW9_CHAGB	tr|Q7S6M6|Q7S6M6_NEUCR	tr|F7VW58|F7VW58_SORMK	tr|G0RGD3|G0RGD3_HYPJQ, tr|G0RIN7|G0RIN7_HYPJQ, tr|G0RVI3|G0RVI3_HYPJQ	Pa_4_9020|chrm4|Putative
Pa_4_9090	OG0006338	tr|Q2GSW0|Q2GSW0_CHAGB	tr|Q7S631|Q7S631_NEUCR	tr|F7VW42|F7VW42_SORMK		Pa_4_9090|chrm4|Putative
Pa_4_910	OG0002555	tr|Q2HDA1|Q2HDA1_CHAGB	tr|Q7S2L5|Q7S2L5_NEUCR	tr|F7W211|F7W211_SORMK		Pa_1_3580|chrm1|Putative, Pa_4_910|chrm4|Putative
Pa_4_9110	OG0000230	tr|Q2GM05|Q2GM05_CHAGB, tr|Q2GRN8|Q2GRN8_CHAGB, tr|Q2H0X4|Q2H0X4_CHAGB, tr|Q2H9M2|Q2H9M2_CHAGB	tr|Q7S429|Q7S429_NEUCR	tr|F7W5G1|F7W5G1_SORMK	tr|G0RQ25|G0RQ25_HYPJQ, tr|G0RW93|G0RW93_HYPJQ	Pa_2_2090|chrm2|Putative, Pa_4_9110|chrm4|Putative, Pa_5_1870|chrm5|Putative
Pa_4_9140	OG0000783	tr|Q2GSV0|Q2GSV0_CHAGB	tr|V5ILX9|V5ILX9_NEUCR	tr|F7VW49|F7VW49_SORMK	tr|G0RFT4|G0RFT4_HYPJQ, tr|G0RIQ5|G0RIQ5_HYPJQ	Pa_4_9140|chrm4|Putative
Pa_4_9190	OG0006032	tr|Q2GSU1|Q2GSU1_CHAGB	sp|Q7S634|EFM7_NEUCR	tr|F7VW32|F7VW32_SORMK		Pa_4_9190|chrm4|Putative
Pa_4_920	OG0001447	tr|Q2GQB7|Q2GQB7_CHAGB, tr|Q2GUA2|Q2GUA2_CHAGB			tr|G0RPS3|G0RPS3_HYPJQ	Pa_2_5880|chrm2|Putative, Pa_4_920|chrm4|Putative
Pa_4_9310	OG0004160	tr|Q2GSX4|Q2GSX4_CHAGB	tr|Q7S6N2|Q7S6N2_NEUCR	tr|F7VW61|F7VW61_SORMK	tr|G0RNJ2|G0RNJ2_HYPJQ	Pa_4_9310|chrm4|Putative
Pa_4_9325	OG0007158		tr|Q7S6N0|Q7S6N0_NEUCR	tr|F7VW62|F7VW62_SORMK	tr|G0RNC0|G0RNC0_HYPJQ	Pa_4_9325|chrm4|Putative
Pa_4_9350	OG0004779	tr|Q2GSW5|Q2GSW5_CHAGB	tr|Q7S6N9|Q7S6N9_NEUCR	tr|F7VW54|F7VW54_SORMK	tr|G0RC51|G0RC51_HYPJQ	Pa_4_9350|chrm4|peroxisomal
Pa_4_9360	OG0005388	tr|Q2GSW6|Q2GSW6_CHAGB	tr|Q7S6N8|Q7S6N8_NEUCR	tr|F7VW55|F7VW55_SORMK	tr|G0RPZ2|G0RPZ2_HYPJQ	Pa_4_9360|chrm4|Putative
Pa_4_940	OG0001627	tr|Q2GUB6|Q2GUB6_CHAGB	tr|Q7S2U0|Q7S2U0_NEUCR	tr|F7W3B0|F7W3B0_SORMK	tr|G0RPW5|G0RPW5_HYPJQ	Pa_4_940|chrm4|Putative
Pa_4_9400	OG0002831	tr|Q2GSY4|Q2GSY4_CHAGB	tr|V5ILY9|V5ILY9_NEUCR	tr|F7VW82|F7VW82_SORMK	tr|G0RIQ7|G0RIQ7_HYPJQ	Pa_4_9400|chrm4|Putative
Pa_4_9430	OG0006505	tr|Q2GSY9|Q2GSY9_CHAGB		tr|F7VW74|F7VW74_SORMK	tr|G0RPK8|G0RPK8_HYPJQ	Pa_4_9430|chrm4|Putative
Pa_4_9450	OG0002322	tr|Q2GSZ1|Q2GSZ1_CHAGB	tr|Q7S6M1|Q7S6M1_NEUCR	tr|F7VW72|F7VW72_SORMK	tr|G0RPK9|G0RPK9_HYPJQ	Pa_4_9450|chrm4|Putative
Pa_4_9480	OG0000432	tr|Q2GRI7|Q2GRI7_CHAGB, tr|Q2H802|Q2H802_CHAGB	tr|Q7RZV3|Q7RZV3_NEUCR, tr|V5IN22|V5IN22_NEUCR	tr|F7VW84|F7VW84_SORMK, tr|F7VYA8|F7VYA8_SORMK	tr|G0RJ27|G0RJ27_HYPJQ	Pa_4_9480|chrm4|Putative, Pa_7_4560|chrm7|Putative
Pa_4_950	OG0004525	tr|Q2GUB7|Q2GUB7_CHAGB	tr|Q7S2U1|Q7S2U1_NEUCR	tr|F7W3B1|F7W3B1_SORMK	tr|G0RPW6|G0RPW6_HYPJQ	Pa_4_950|chrm4|Putative
Pa_4_9500	OG0007744		tr|Q7S6L7|Q7S6L7_NEUCR	tr|F7VW77|F7VW77_SORMK		Pa_4_9500|chrm4|Putative
Pa_4_9530	OG0006589	tr|Q2GSZ6|Q2GSZ6_CHAGB	tr|Q7S6K3|Q7S6K3_NEUCR	tr|F7VW91|F7VW91_SORMK		Pa_4_9530|chrm4|Putative
Pa_4_9560	OG0006837		tr|Q7S6J0|Q7S6J0_NEUCR	tr|F7VWA3|F7VWA3_SORMK	tr|G0RNI1|G0RNI1_HYPJQ	Pa_4_9560|chrm4|Putative
Pa_4_9580	OG0000028	tr|Q2GRE2|Q2GRE2_CHAGB, tr|Q2GT02|Q2GT02_CHAGB, tr|Q2H3L6|Q2H3L6_CHAGB, tr|Q2H8H6|Q2H8H6_CHAGB, tr|Q2HG85|Q2HG85_CHAGB, tr|Q2HGA8|Q2HGA8_CHAGB, tr|Q2HGE1|Q2HGE1_CHAGB	tr|Q7S324|Q7S324_NEUCR, tr|Q7S3S0|Q7S3S0_NEUCR, tr|Q7S602|Q7S602_NEUCR, tr|Q7S6I5|Q7S6I5_NEUCR, tr|Q7SGI7|Q7SGI7_NEUCR	tr|F7VWA2|F7VWA2_SORMK, tr|F7VWB9|F7VWB9_SORMK, tr|F7WBA5|F7WBA5_SORMK, tr|F7WC53|F7WC53_SORMK, tr|F7WC85|F7WC85_SORMK, tr|F7WC87|F7WC87_SORMK, tr|F7WCA8|F7WCA8_SORMK, tr|F7WCS5|F7WCS5_SORMK	tr|G0RJ25|G0RJ25_HYPJQ	Pa_1_17690|chrm1|Putative, Pa_1_480|chrm1|Putative, Pa_2_1970|chrm2|Putative, Pa_4_4880|chrm4|Putative, Pa_4_9580|chrm4|Putative, Pa_6_10850|chrm6|Putative, Pa_7_3600|chrm7|Putative
Pa_4_9710	OG0000089	tr|Q2GM42|Q2GM42_CHAGB, tr|Q2GTH5|Q2GTH5_CHAGB	tr|A7UXC7|A7UXC7_NEUCR, tr|Q7RV24|Q7RV24_NEUCR, tr|Q7S161|Q7S161_NEUCR, tr|Q7S5U0|Q7S5U0_NEUCR, tr|V5ILZ9|V5ILZ9_NEUCR	tr|F7VJW7|F7VJW7_SORMK, tr|F7VKQ8|F7VKQ8_SORMK, tr|F7VWI9|F7VWI9_SORMK, tr|F7W3A0|F7W3A0_SORMK, tr|F7WC00|F7WC00_SORMK, tr|F7WC02|F7WC02_SORMK, tr|F7WCI6|F7WCI6_SORMK		Pa_1_16350|chrm1|Putative, Pa_4_9710|chrm4|Putative, Pa_6_7460|chrm6|Putative
Pa_4_9730	OG0006659	tr|Q2GTH4|Q2GTH4_CHAGB	sp|P78710|ASD1_NEUCR	tr|F7VWI7|F7VWI7_SORMK		Pa_4_9730|chrm4|Putative
Pa_4_9750	OG0006506	tr|Q2GTH2|Q2GTH2_CHAGB	tr|Q7S6W6|Q7S6W6_NEUCR	tr|F7VWI6|F7VWI6_SORMK		Pa_4_9750|chrm4|Putative
Pa_4_9810	OG0006716	tr|Q2GTG2|Q2GTG2_CHAGB	tr|Q7S2E8|Q7S2E8_NEUCR	tr|F7W548|F7W548_SORMK		Pa_4_9810|chrm4|Putative
Pa_4_9850	OG0005389	tr|Q2GTF4|Q2GTF4_CHAGB	tr|V5ILE7|V5ILE7_NEUCR	tr|F7VWH6|F7VWH6_SORMK	tr|G0RSS0|G0RSS0_HYPJQ	Pa_4_9850|chrm4|Putative
Pa_4_9870	OG0000147	tr|Q2GT65|Q2GT65_CHAGB, tr|Q2GTF2|Q2GTF2_CHAGB, tr|Q2HET2|Q2HET2_CHAGB	tr|Q7S6X9|Q7S6X9_NEUCR	tr|F7VQR8|F7VQR8_SORMK, tr|F7VWH3|F7VWH3_SORMK, tr|F7W942|F7W942_SORMK	tr|G0RDV0|G0RDV0_HYPJQ, tr|G0RH05|G0RH05_HYPJQ, tr|G0RVK0|G0RVK0_HYPJQ, tr|G0RXB5|G0RXB5_HYPJQ	Pa_1_5370|chrm1|Putative, Pa_4_9870|chrm4|Putative
Pa_4_9940	OG0000025	tr|Q2GT19|Q2GT19_CHAGB, tr|Q2H3I4|Q2H3I4_CHAGB, tr|Q2H7A4|Q2H7A4_CHAGB, tr|Q2H7W4|Q2H7W4_CHAGB, tr|Q2H9D5|Q2H9D5_CHAGB	tr|Q7S0J7|Q7S0J7_NEUCR, tr|Q7S1R2|Q7S1R2_NEUCR, tr|Q7S6X2|Q7S6X2_NEUCR, tr|Q7SGM7|Q7SGM7_NEUCR, tr|V5IPM6|V5IPM6_NEUCR	tr|F7VMU4|F7VMU4_SORMK, tr|F7VWI0|F7VWI0_SORMK, tr|F7W2M0|F7W2M0_SORMK, tr|F7W975|F7W975_SORMK, tr|F7W9R9|F7W9R9_SORMK	tr|G0REW5|G0REW5_HYPJQ, tr|G0RG61|G0RG61_HYPJQ, tr|G0RIE3|G0RIE3_HYPJQ, tr|G0RIM8|G0RIM8_HYPJQ, tr|G0RSL1|G0RSL1_HYPJQ, tr|G0RUI7|G0RUI7_HYPJQ, tr|G0RVV1|G0RVV1_HYPJQ, tr|G0RWJ6|G0RWJ6_HYPJQ	Pa_3_10830|chrm3|Putative, Pa_3_2060|chrm3|Putative, Pa_3_2070|chrm3|Putative, Pa_4_3890|chrm4|Putative, Pa_4_9940|chrm4|Putative, Pa_6_10660|chrm6|Putative, Pa_6_11650|chrm6|Putative
Pa_5_1000	OG0000126	tr|Q2GPQ3|Q2GPQ3_CHAGB, tr|Q2GYN8|Q2GYN8_CHAGB, tr|Q2GYT4|Q2GYT4_CHAGB, tr|Q2GYY8|Q2GYY8_CHAGB, tr|Q2H5J0|Q2H5J0_CHAGB, tr|Q2H6W8|Q2H6W8_CHAGB	sp|Q7RWX8|FAED_NEUCR, tr|Q7S188|Q7S188_NEUCR	tr|F7W1S1|F7W1S1_SORMK		Pa_1_24510|chrm1|Putative, Pa_5_1000|chrm5|Putative, Pa_5_10670|chrm5|Putative, Pa_5_320|chrm5|Putative, Pa_5_4080|chrm5|Putative
Pa_5_10030	OG0000315	tr|Q2GWG6|Q2GWG6_CHAGB	tr|Q7SC48|Q7SC48_NEUCR	tr|F7VQ10|F7VQ10_SORMK	tr|G0RB24|G0RB24_HYPJQ, tr|G0RID2|G0RID2_HYPJQ, tr|G0RMG2|G0RMG2_HYPJQ, tr|G0RTJ2|G0RTJ2_HYPJQ	Pa_1_8770|chrm1|Putative, Pa_5_10030|chrm5|Putative, Pa_6_2850|chrm6|Putative
Pa_5_10035	OG0009264					Pa_5_10035|chrm5|Putative, Pa_5_10082|chrm5|Putative
Pa_5_10082	OG0009264					Pa_5_10035|chrm5|Putative, Pa_5_10082|chrm5|Putative
Pa_5_10090	OG0000040	tr|Q2GQ28|Q2GQ28_CHAGB, tr|Q2GQI5|Q2GQI5_CHAGB, tr|Q2GZJ4|Q2GZJ4_CHAGB, tr|Q2H2F5|Q2H2F5_CHAGB, tr|Q2H5C8|Q2H5C8_CHAGB, tr|Q2HHU1|Q2HHU1_CHAGB	tr|A7UWM5|A7UWM5_NEUCR, tr|A7UX66|A7UX66_NEUCR, tr|V5IPR9|V5IPR9_NEUCR	tr|F7VJX0|F7VJX0_SORMK, tr|F7VR94|F7VR94_SORMK, tr|F7VSJ1|F7VSJ1_SORMK, tr|F7W1C8|F7W1C8_SORMK, tr|F7W1H1|F7W1H1_SORMK, tr|F7W5Z8|F7W5Z8_SORMK, tr|F7WBH3|F7WBH3_SORMK		Pa_1_15850|chrm1|Putative, Pa_3_460|chrm3|Putative, Pa_5_10090|chrm5|Putative, Pa_5_10410|chrm5|Putative, Pa_5_6690|chrm5|Putative, Pa_5_7480|chrm5|Putative, Pa_6_3730|chrm6|Putative
Pa_5_1010	OG0001057	tr|Q2H8C5|Q2H8C5_CHAGB	tr|Q7S763|Q7S763_NEUCR	tr|F7VZD0|F7VZD0_SORMK, tr|F7W4T4|F7W4T4_SORMK	tr|G0RTD7|G0RTD7_HYPJQ	Pa_5_1010|chrm5|Putative
Pa_5_10110	OG0000560	tr|Q2GPE9|Q2GPE9_CHAGB	tr|Q7S297|Q7S297_NEUCR, tr|V5IQM1|V5IQM1_NEUCR	tr|F7VTI2|F7VTI2_SORMK, tr|F7W5A4|F7W5A4_SORMK	tr|G0RPF6|G0RPF6_HYPJQ	Pa_5_10110|chrm5|Putative, Pa_6_9980|chrm6|Putative
Pa_5_10120	OG0000605	tr|Q2GPF5|Q2GPF5_CHAGB, tr|Q2GU29|Q2GU29_CHAGB	tr|Q7S290|Q7S290_NEUCR	tr|F7W5A7|F7W5A7_SORMK	tr|G0RF12|G0RF12_HYPJQ, tr|G0RXC8|G0RXC8_HYPJQ	Pa_5_10120|chrm5|Putative
Pa_5_10130	OG0008058	tr|Q2GPF6|Q2GPF6_CHAGB				Pa_5_10130|chrm5|Putative
Pa_5_10160	OG0000424	tr|Q2HFI2|Q2HFI2_CHAGB, tr|Q2HIC8|Q2HIC8_CHAGB	tr|Q7S1M9|Q7S1M9_NEUCR, tr|Q7S4M1|Q7S4M1_NEUCR	tr|F7W8S5|F7W8S5_SORMK	tr|G0RHF9|G0RHF9_HYPJQ, tr|G0RK61|G0RK61_HYPJQ	Pa_5_10160|chrm5|Putative, Pa_6_10980|chrm6|Putative
