Orthogroup	UP000001056_306901	UP000001805_367110	UP000001881_771870	UP000008984_431241	pa_allcds_prot_6_32
OG0006871		tr|Q1K4W9|Q1K4W9_NEUCR	tr|F7VP89|F7VP89_SORMK	tr|G0RW39|G0RW39_HYPJQ	Pa_3_5470|chrm3|Putative
OG0006872		tr|Q7RXE6|Q7RXE6_NEUCR	tr|F7VZA8|F7VZA8_SORMK	tr|G0RW23|G0RW23_HYPJQ	Pa_3_5890|chrm3|Putative
OG0006873		tr|Q7SEA6|Q7SEA6_NEUCR	tr|F7VR12|F7VR12_SORMK	tr|G0RCE4|G0RCE4_HYPJQ	Pa_1_16560|chrm1|Putative
OG0006874		tr|U9W4G5|U9W4G5_NEUCR	tr|F7W0T0|F7W0T0_SORMK	tr|G0RFA8|G0RFA8_HYPJQ	Pa_7_640|chrm7|Putative
OG0006875		tr|V5IKR0|V5IKR0_NEUCR	tr|F7W5K2|F7W5K2_SORMK	tr|G0RPW2|G0RPW2_HYPJQ	Pa_4_758|chrm4|Putative
OG0006876		tr|Q7RWJ2|Q7RWJ2_NEUCR	tr|F7W9E4|F7W9E4_SORMK	tr|G0R8B9|G0R8B9_HYPJQ	Pa_6_4160|chrm6|Putative
OG0006877		tr|Q7S662|Q7S662_NEUCR	tr|F7W8V8|F7W8V8_SORMK	tr|G0RG56|G0RG56_HYPJQ	Pa_4_4320|chrm4|Putative
OG0006878		tr|Q7RX57|Q7RX57_NEUCR, tr|Q7RX58|Q7RX58_NEUCR	tr|F7W4E0|F7W4E0_SORMK, tr|F7W4E1|F7W4E1_SORMK		
OG0006879		tr|Q7S7L8|Q7S7L8_NEUCR	tr|F7W908|F7W908_SORMK, tr|F7W909|F7W909_SORMK, tr|F7WCB9|F7WCB9_SORMK		
OG0006880		tr|Q7SDK9|Q7SDK9_NEUCR	tr|F7VQ79|F7VQ79_SORMK	tr|G0RWK2|G0RWK2_HYPJQ	Pa_1_15750|chrm1|Putative
OG0006881		tr|Q7S5D3|Q7S5D3_NEUCR, tr|Q7S5D4|Q7S5D4_NEUCR, tr|Q7SE43|Q7SE43_NEUCR	tr|F7VUT2|F7VUT2_SORMK		
OG0006882		tr|Q7SFV2|Q7SFV2_NEUCR	tr|F7VQW4|F7VQW4_SORMK	tr|G0RBX7|G0RBX7_HYPJQ	Pa_1_5760|chrm1|Putative
OG0006883		tr|Q7SGP7|Q7SGP7_NEUCR	tr|F7VRF1|F7VRF1_SORMK	tr|G0RK95|G0RK95_HYPJQ	Pa_1_3180|chrm1|Putative
OG0006884		tr|V5IMP1|V5IMP1_NEUCR	tr|F7WBC9|F7WBC9_SORMK	tr|G0RG85|G0RG85_HYPJQ	Pa_1_24020|chrm1|Putative
OG0006885		sp|Q1K4P1|RM32_NEUCR	tr|F7W840|F7W840_SORMK	tr|G0RJJ5|G0RJJ5_HYPJQ	Pa_3_5750|chrm3|Putative
OG0006886		tr|Q1K5T8|Q1K5T8_NEUCR, tr|Q1K5U0|Q1K5U0_NEUCR	tr|F7W793|F7W793_SORMK, tr|F7W795|F7W795_SORMK		
OG0006887		tr|Q7S148|Q7S148_NEUCR, tr|Q7S149|Q7S149_NEUCR	tr|F7WC61|F7WC61_SORMK, tr|F7WC62|F7WC62_SORMK		
OG0006888		tr|Q7S316|Q7S316_NEUCR	tr|F7WBX8|F7WBX8_SORMK	tr|G0RS27|G0RS27_HYPJQ	Pa_7_4720|chrm7|Putative
OG0006889		tr|Q7SDI2|Q7SDI2_NEUCR	tr|F7VT34|F7VT34_SORMK, tr|F7W773|F7W773_SORMK, tr|F7W780|F7W780_SORMK		
OG0006890		tr|Q7SGP0|Q7SGP0_NEUCR	tr|F7VRE4|F7VRE4_SORMK	tr|G0RMF7|G0RMF7_HYPJQ	Pa_1_3070|chrm1|Putative
OG0006891		tr|V5IMV7|V5IMV7_NEUCR	tr|F7W7P4|F7W7P4_SORMK	tr|G0RAB9|G0RAB9_HYPJQ	Pa_1_24090|chrm1|Putative
OG0006892		tr|Q1K6X2|Q1K6X2_NEUCR	tr|F7W735|F7W735_SORMK	tr|G0RWP2|G0RWP2_HYPJQ	Pa_2_10760|chrm2|Putative
OG0006893		tr|Q7RV16|Q7RV16_NEUCR	tr|F7VWZ4|F7VWZ4_SORMK	tr|G0R7H5|G0R7H5_HYPJQ	Pa_2_5830|chrm2|Putative
OG0006894		tr|V5IPX1|V5IPX1_NEUCR	tr|F7W239|F7W239_SORMK	tr|G0RKT6|G0RKT6_HYPJQ	Pa_6_8290|chrm6|Putative
OG0006895		tr|Q7SCU0|Q7SCU0_NEUCR	tr|F7VQY7|F7VQY7_SORMK	tr|G0RAI1|G0RAI1_HYPJQ	Pa_1_5510|chrm1|Putative
OG0006896		tr|V5ILL0|V5ILL0_NEUCR	tr|F7W6U4|F7W6U4_SORMK, tr|F7W882|F7W882_SORMK		Pa_2_5450|chrm2|Putative
OG0006897		tr|Q1K7U2|Q1K7U2_NEUCR	tr|F7W0L8|F7W0L8_SORMK	tr|G0RBB3|G0RBB3_HYPJQ	Pa_2_2970|chrm2|Putative
OG0006898		tr|Q7S5E6|Q7S5E6_NEUCR	tr|F7W6L6|F7W6L6_SORMK	tr|G0RP67|G0RP67_HYPJQ	Pa_5_11535|chrm5|Putative
OG0006899		tr|Q7S762|Q7S762_NEUCR	tr|F7W4T3|F7W4T3_SORMK	tr|G0RTD6|G0RTD6_HYPJQ	Pa_2_970|chrm2|Putative
OG0006900		tr|Q7SGL9|Q7SGL9_NEUCR	tr|F7W9R0|F7W9R0_SORMK	tr|G0RNL5|G0RNL5_HYPJQ	Pa_3_11030|chrm3|Putative
OG0006901		tr|Q7SH64|Q7SH64_NEUCR	tr|F7W1I2|F7W1I2_SORMK	tr|G0RDC2|G0RDC2_HYPJQ	Pa_1_16870|chrm1|Putative
OG0006902		tr|U9W3N6|U9W3N6_NEUCR	tr|F7VY48|F7VY48_SORMK	tr|G0RGZ7|G0RGZ7_HYPJQ	Pa_7_3370|chrm7|Putative
OG0006903		tr|Q1K741|Q1K741_NEUCR	tr|F7W758|F7W758_SORMK	tr|G0RGN7|G0RGN7_HYPJQ	Pa_2_11600|chrm2|Putative
OG0006904		tr|Q7RW42|Q7RW42_NEUCR	tr|F7VKA2|F7VKA2_SORMK	tr|G0RCX6|G0RCX6_HYPJQ	Pa_7_9490|chrm7|Putative
OG0006905		tr|Q7RYI8|Q7RYI8_NEUCR	tr|F7W3U0|F7W3U0_SORMK	tr|G0RRY0|G0RRY0_HYPJQ, tr|G0RXN4|G0RXN4_HYPJQ	
OG0006906		tr|Q7SBR9|Q7SBR9_NEUCR	tr|F7W7H7|F7W7H7_SORMK	tr|G0RJ91|G0RJ91_HYPJQ	Pa_7_8990|chrm7|Putative
OG0006907		tr|Q7SCS4|Q7SCS4_NEUCR	tr|F7VXH9|F7VXH9_SORMK, tr|F7WBK6|F7WBK6_SORMK, tr|F7WBL2|F7WBL2_SORMK		
OG0006908		sp|P42117|NDUA3_NEUCR	tr|F7VQK1|F7VQK1_SORMK	tr|G0RRJ9|G0RRJ9_HYPJQ	Pa_1_12970|chrm1|Putative
OG0006909		tr|Q7SH47|Q7SH47_NEUCR	tr|F7W1J7|F7W1J7_SORMK	tr|G0RMA6|G0RMA6_HYPJQ	Pa_1_13230|chrm1|Putative
OG0006910		tr|Q7SH61|Q7SH61_NEUCR	tr|F7W1I4|F7W1I4_SORMK	tr|G0RDC0|G0RDC0_HYPJQ	Pa_1_16850|chrm1|Putative
OG0006911		tr|U9W359|U9W359_NEUCR	tr|F7WAZ6|F7WAZ6_SORMK	tr|G0RQG2|G0RQG2_HYPJQ	Pa_7_2580|chrm7|Putative
OG0006912		tr|V5IMA2|V5IMA2_NEUCR	tr|F7W4X9|F7W4X9_SORMK	tr|G0RVX5|G0RVX5_HYPJQ	Pa_4_5170|chrm4|Putative
OG0006913		tr|Q7S653|Q7S653_NEUCR, tr|Q7S654|Q7S654_NEUCR, tr|Q7S658|Q7S658_NEUCR	tr|F7W042|F7W042_SORMK		
OG0006914		tr|Q7S8Z4|Q7S8Z4_NEUCR	tr|F7VRJ8|F7VRJ8_SORMK	tr|G0RLD1|G0RLD1_HYPJQ	Pa_3_3920|chrm3|Putative
OG0006915		tr|Q7SAC1|Q7SAC1_NEUCR	tr|F7VNT7|F7VNT7_SORMK	tr|G0RPH8|G0RPH8_HYPJQ	Pa_6_9850|chrm6|Putative
OG0006916		tr|Q7SF01|Q7SF01_NEUCR	tr|F7VV44|F7VV44_SORMK	tr|G0RSW5|G0RSW5_HYPJQ	Pa_1_9790|chrm1|Putative
OG0006917		tr|Q7SGM8|Q7SGM8_NEUCR	tr|F7W9S0|F7W9S0_SORMK	tr|G0RK54|G0RK54_HYPJQ	Pa_6_10650|chrm6|B-ZIP
OG0006918		sp|Q9P3Q9|MZM1_NEUCR	sp|D1Z4E1|MZM1_SORMK	tr|G0RFQ1|G0RFQ1_HYPJQ	Pa_1_15830|chrm1|Putative
OG0006919		sp|Q1K699|RM01_NEUCR	tr|F7W2R5|F7W2R5_SORMK	tr|G0RHK2|G0RHK2_HYPJQ	Pa_2_6600|chrm2|Putative
OG0006920		tr|Q7S8U1|Q7S8U1_NEUCR	tr|F7VRR3|F7VRR3_SORMK	tr|G0RB49|G0RB49_HYPJQ	Pa_3_3780|chrm3|Putative
OG0006921		tr|Q7RZH2|Q7RZH2_NEUCR	tr|F7W7L0|F7W7L0_SORMK	tr|G0RBC5|G0RBC5_HYPJQ	Pa_4_7940|chrm4|Putative
OG0006922		tr|U9W337|U9W337_NEUCR	tr|F7W361|F7W361_SORMK	tr|G0RD23|G0RD23_HYPJQ	Pa_7_9060|chrm7|Putative
OG0006923		tr|U9W8K6|U9W8K6_NEUCR	tr|F7VYM3|F7VYM3_SORMK	tr|G0RCZ7|G0RCZ7_HYPJQ	Pa_7_2120|chrm7|Putative
OG0006924		tr|V5IPG4|V5IPG4_NEUCR	tr|F7VYR3|F7VYR3_SORMK	tr|G0RR71|G0RR71_HYPJQ	Pa_2_5510|chrm2|Putative
OG0006925		tr|Q1K5T7|Q1K5T7_NEUCR, tr|Q1K5U1|Q1K5U1_NEUCR	tr|F7W790|F7W790_SORMK, tr|F7W794|F7W794_SORMK		
OG0006926		tr|Q7S4N9|Q7S4N9_NEUCR	tr|F7VVB8|F7VVB8_SORMK	tr|G0RHV2|G0RHV2_HYPJQ	Pa_5_5710|chrm5|Putative
OG0006927		tr|A7UVY1|A7UVY1_NEUCR	tr|F7VKK0|F7VKK0_SORMK	tr|G0RRC4|G0RRC4_HYPJQ	Pa_1_16825|chrm1|Putative
OG0006928		tr|Q7S482|Q7S482_NEUCR	tr|F7W6R6|F7W6R6_SORMK	tr|G0RHY2|G0RHY2_HYPJQ	Pa_5_8580|chrm5|Putative
OG0006929		tr|Q7S8K4|Q7S8K4_NEUCR	tr|F7VRM2|F7VRM2_SORMK	tr|G0RAP0|G0RAP0_HYPJQ	Pa_3_4400|chrm3|Putative
OG0006930		tr|Q7SHY4|Q7SHY4_NEUCR	tr|F7VQK0|F7VQK0_SORMK	tr|G0RRJ8|G0RRJ8_HYPJQ	Pa_1_12960|chrm1|Putative
OG0006931		sp|P0CY45|NU6M_NEUCR	tr|F7WD20|F7WD20_SORMK		Pa_mito_nad6|mitoS|NADH-ubiquinone, Pa_mito_orf296a|mitoS|Putative
OG0006932		tr|Q7SAF3|Q7SAF3_NEUCR	tr|F7W6Y9|F7W6Y9_SORMK	tr|G0R9S4|G0R9S4_HYPJQ	Pa_1_23590|chrm1|Putative
OG0006933		tr|Q7SFT2|Q7SFT2_NEUCR	tr|F7VQY2|F7VQY2_SORMK	tr|G0RPP6|G0RPP6_HYPJQ	Pa_1_5620|chrm1|Putative
OG0006934		tr|V5IMR1|V5IMR1_NEUCR	tr|F7VX01|F7VX01_SORMK	tr|G0RHD0|G0RHD0_HYPJQ	Pa_2_11585|chrm2|Putative
OG0006935		tr|Q7RZH6|Q7RZH6_NEUCR	tr|F7W7L4|F7W7L4_SORMK	tr|G0RQ07|G0RQ07_HYPJQ	Pa_4_7890|chrm4|Putative
OG0006936		tr|Q7S1K2|Q7S1K2_NEUCR	tr|F7W3V6|F7W3V6_SORMK, tr|F7WCK3|F7WCK3_SORMK, tr|F7WCV9|F7WCV9_SORMK		
OG0006937		tr|Q7S5I0|Q7S5I0_NEUCR	tr|F7W6Q4|F7W6Q4_SORMK	tr|G0RI79|G0RI79_HYPJQ	Pa_5_8870|chrm5|Putative
OG0006938		sp|Q7SEI7|XANA_NEUCR	tr|F7W2E0|F7W2E0_SORMK	tr|G0RIZ4|G0RIZ4_HYPJQ	Pa_6_2860|chrm6|Putative
OG0006939		tr|Q7SGX4|Q7SGX4_NEUCR	tr|F7VXU7|F7VXU7_SORMK	tr|G0RMG4|G0RMG4_HYPJQ	Pa_1_9140|chrm1|Putative
OG0006940		tr|V5IQU2|V5IQU2_NEUCR	tr|F7VT62|F7VT62_SORMK	tr|G0RMR8|G0RMR8_HYPJQ	Pa_1_2520|chrm1|Putative
OG0006941		tr|Q1K7Y5|Q1K7Y5_NEUCR	tr|F7VWV2|F7VWV2_SORMK	tr|G0R8X9|G0R8X9_HYPJQ	Pa_2_3445|chrm2|Putative
OG0006942		tr|Q7RXI9|Q7RXI9_NEUCR	tr|F7W691|F7W691_SORMK	tr|G0RBD2|G0RBD2_HYPJQ	Pa_4_2440|chrm4|Putative
OG0006943		tr|Q7SBL8|Q7SBL8_NEUCR, tr|Q7SES0|Q7SES0_NEUCR	tr|F7VUT4|F7VUT4_SORMK, tr|F7WBT0|F7WBT0_SORMK		
OG0006944		sp|Q9C1K8|ALG3_NEUCR	tr|F7W255|F7W255_SORMK	tr|G0RBH9|G0RBH9_HYPJQ	Pa_6_8480|chrm6|Putative
OG0006945		tr|Q1K6W3|Q1K6W3_NEUCR	tr|F7W4P8|F7W4P8_SORMK	tr|G0RTB3|G0RTB3_HYPJQ	Pa_2_2055|chrm2|Putative
OG0006946		tr|Q7S0P0|Q7S0P0_NEUCR	tr|F7W4W3|F7W4W3_SORMK	tr|G0RB85|G0RB85_HYPJQ	Pa_4_3920|chrm4|Putative
OG0006947		tr|Q7SAJ2|Q7SAJ2_NEUCR	tr|F7VN26|F7VN26_SORMK	tr|G0RVF8|G0RVF8_HYPJQ	Pa_6_9500|chrm6|Putative
OG0006948		tr|Q7SC95|Q7SC95_NEUCR	tr|F7VNZ7|F7VNZ7_SORMK	tr|G0RL11|G0RL11_HYPJQ	Pa_3_7520|chrm3|Putative
OG0006949		tr|Q1K6K4|Q1K6K4_NEUCR	tr|F7W0E1|F7W0E1_SORMK	tr|G0R8X1|G0R8X1_HYPJQ	Pa_2_3230|chrm2|Putative
OG0006950		tr|Q7S9E9|Q7S9E9_NEUCR	tr|F7VNK4|F7VNK4_SORMK	tr|G0R9V7|G0R9V7_HYPJQ	Pa_3_4800|chrm3|Putative
OG0006951		tr|Q7SBA9|Q7SBA9_NEUCR	tr|F7W7J5|F7W7J5_SORMK	tr|G0RJ41|G0RJ41_HYPJQ	Pa_7_10605|chrm7|Putative
OG0006952		tr|Q1K4S0|Q1K4S0_NEUCR	tr|F7VYR8|F7VYR8_SORMK	tr|G0RHQ6|G0RHQ6_HYPJQ	Pa_2_5550|chrm2|Putative
OG0006953		tr|Q1K7K0|Q1K7K0_NEUCR	tr|F7VZ48|F7VZ48_SORMK	tr|G0RCT4|G0RCT4_HYPJQ	Pa_2_12580|chrm2|Putative
OG0006954		tr|Q7S9Q6|Q7S9Q6_NEUCR	tr|F7W2A3|F7W2A3_SORMK	tr|G0RC17|G0RC17_HYPJQ	Pa_6_210|chrm6|Putative
OG0006955		tr|Q7SDD8|Q7SDD8_NEUCR	tr|F7VUJ3|F7VUJ3_SORMK	tr|G0RK08|G0RK08_HYPJQ	Pa_1_10010|chrm1|Putative
OG0006956		tr|Q7SFW5|Q7SFW5_NEUCR	tr|F7VXP0|F7VXP0_SORMK	tr|G0RN74|G0RN74_HYPJQ	Pa_1_11490|chrm1|Putative
OG0006957		tr|Q1K7C5|Q1K7C5_NEUCR	tr|F7VZ32|F7VZ32_SORMK	tr|G0RLV8|G0RLV8_HYPJQ	Pa_2_1530|chrm2|Putative
OG0006958		tr|Q1K8S6|Q1K8S6_NEUCR	tr|F7VPX6|F7VPX6_SORMK	tr|G0RP48|G0RP48_HYPJQ	Pa_3_7960|chrm3|Putative
OG0006959		tr|Q7S5B6|Q7S5B6_NEUCR	tr|F7VVW6|F7VVW6_SORMK	tr|G0RIC5|G0RIC5_HYPJQ	Pa_5_9110|chrm5|Putative
OG0006960		tr|Q7S6H7|Q7S6H7_NEUCR	tr|F7W029|F7W029_SORMK	tr|G0RNB2|G0RNB2_HYPJQ	Pa_4_8680|chrm4|Putative
OG0006961		tr|Q7RWW5|Q7RWW5_NEUCR	tr|F7VP90|F7VP90_SORMK	tr|G0RSA1|G0RSA1_HYPJQ	Pa_3_5480|chrm3|Putative
OG0006962		tr|Q7S1I2|Q7S1I2_NEUCR	tr|F7WAF5|F7WAF5_SORMK	tr|G0RK62|G0RK62_HYPJQ	Pa_5_6560|chrm5|Putative
OG0006963		tr|Q7S3A0|Q7S3A0_NEUCR	tr|F7VKZ0|F7VKZ0_SORMK	tr|G0RMH5|G0RMH5_HYPJQ	Pa_1_10210|chrm1|Putative
OG0006964		tr|U9W8A6|U9W8A6_NEUCR	tr|F7W9H5|F7W9H5_SORMK	tr|G0RWV6|G0RWV6_HYPJQ	Pa_7_2370|chrm7|Putative
OG0006965		tr|V5IN60|V5IN60_NEUCR	tr|F7W241|F7W241_SORMK	tr|G0RBJ4|G0RBJ4_HYPJQ	Pa_6_8710|chrm6|Putative
OG0006966		tr|Q7RWE7|Q7RWE7_NEUCR	tr|F7W163|F7W163_SORMK	tr|G0RQG6|G0RQG6_HYPJQ	Pa_7_10350|chrm7|Putative
OG0006967		tr|Q7S5G1|Q7S5G1_NEUCR	tr|F7W6N2|F7W6N2_SORMK, tr|F7W6N3|F7W6N3_SORMK, tr|F7W6N4|F7W6N4_SORMK		
OG0006968		tr|Q7SCM7|Q7SCM7_NEUCR	tr|F7VY00|F7VY00_SORMK	tr|G0RDL3|G0RDL3_HYPJQ	Pa_1_2810|chrm1|Putative
OG0006969		sp|Q8X0G8|MIM1_NEUCR	tr|F7VU06|F7VU06_SORMK	tr|G0RHM3|G0RHM3_HYPJQ	Pa_2_7810|chrm2|Putative
OG0006970		tr|V5IKJ4|V5IKJ4_NEUCR	tr|F7W5J5|F7W5J5_SORMK	tr|G0RIH8|G0RIH8_HYPJQ	Pa_5_11780|chrm5|Putative
OG0006971		tr|Q7RYZ8|Q7RYZ8_NEUCR	tr|F7W171|F7W171_SORMK	tr|G0RD84|G0RD84_HYPJQ	Pa_7_10300|chrm7|Putative
OG0006972		tr|Q7S0N3|Q7S0N3_NEUCR	tr|F7VYQ4|F7VYQ4_SORMK, tr|F7WC01|F7WC01_SORMK		Pa_3_11180|chrm3|Putative
OG0006973		tr|Q7S0Z3|Q7S0Z3_NEUCR, tr|Q7S0Z6|Q7S0Z6_NEUCR	tr|F7W260|F7W260_SORMK, tr|F7W968|F7W968_SORMK		
OG0006974		tr|Q7S2J1|Q7S2J1_NEUCR, tr|Q7S2J2|Q7S2J2_NEUCR	tr|F7VKS4|F7VKS4_SORMK, tr|F7VKS7|F7VKS7_SORMK		
OG0006975		sp|Q7S518|IMG2_NEUCR	tr|F7WAA0|F7WAA0_SORMK	tr|G0RIY8|G0RIY8_HYPJQ	Pa_5_2180|chrm5|Putative
OG0006976		tr|Q7SDJ2|Q7SDJ2_NEUCR	tr|F7WA65|F7WA65_SORMK	tr|G0RDN8|G0RDN8_HYPJQ	Pa_1_12660|chrm1|Putative
OG0006977		tr|Q7SF60|Q7SF60_NEUCR	tr|F7VLU5|F7VLU5_SORMK	tr|G0RED9|G0RED9_HYPJQ	Pa_1_7340|chrm1|Putative
OG0006978		tr|Q7SH70|Q7SH70_NEUCR	tr|F7W1H6|F7W1H6_SORMK	tr|G0RDK9|G0RDK9_HYPJQ	Pa_1_16740|chrm1|Putative
OG0006979		tr|A7UVZ5|A7UVZ5_NEUCR	tr|F7VUK7|F7VUK7_SORMK	tr|G0RK01|G0RK01_HYPJQ	Pa_1_3230|chrm1|Putative
OG0006980		tr|A7UWW4|A7UWW4_NEUCR, tr|Q7S4B1|Q7S4B1_NEUCR	tr|F7W5R7|F7W5R7_SORMK, tr|F7W5R8|F7W5R8_SORMK		
OG0006981		tr|Q7S8I6|Q7S8I6_NEUCR	tr|F7W7R4|F7W7R4_SORMK	tr|G0RAA9|G0RAA9_HYPJQ	Pa_1_24160|chrm1|Putative
OG0006982		tr|V5INW8|V5INW8_NEUCR	tr|F7VSX0|F7VSX0_SORMK	tr|G0RGJ0|G0RGJ0_HYPJQ	Pa_1_20410|chrm1|Putative
OG0006983		tr|V5IQA9|V5IQA9_NEUCR	tr|F7VKN9|F7VKN9_SORMK	tr|G0RIF8|G0RIF8_HYPJQ	Pa_1_16230|chrm1|Putative
OG0006984		tr|Q1K7G5|Q1K7G5_NEUCR	tr|F7VX32|F7VX32_SORMK	tr|G0RGT1|G0RGT1_HYPJQ	Pa_2_11680|chrm2|Putative
OG0006985		tr|Q1K8Z2|Q1K8Z2_NEUCR	tr|F7VPY9|F7VPY9_SORMK	tr|G0RSF7|G0RSF7_HYPJQ	Pa_3_9220|chrm3|Putative
OG0006986		tr|Q7S228|Q7S228_NEUCR	tr|F7VKP0|F7VKP0_SORMK	tr|G0RAI9|G0RAI9_HYPJQ	Pa_1_16220|chrm1|Putative
OG0006987		tr|Q7SAR7|Q7SAR7_NEUCR	tr|F7W112|F7W112_SORMK	tr|G0RET6|G0RET6_HYPJQ	Pa_7_11400|chrm7|Putative
OG0006988		tr|V5ILI8|V5ILI8_NEUCR	tr|F7VTX1|F7VTX1_SORMK	tr|G0RGW6|G0RGW6_HYPJQ	Pa_2_7140|chrm2|Putative
OG0006989		tr|Q1K7Y0|Q1K7Y0_NEUCR	tr|F7VWV8|F7VWV8_SORMK	tr|G0R8Z6|G0R8Z6_HYPJQ	Pa_2_8960|chrm2|Putative
OG0006990		tr|Q7S057|Q7S057_NEUCR	tr|F7W180|F7W180_SORMK	tr|G0RDU4|G0RDU4_HYPJQ	Pa_1_14220|chrm1|Putative
OG0006991		sp|P23623|OXLA_NEUCR	tr|F7VXC5|F7VXC5_SORMK		Pa_2_8390|chrm2|Putative, Pa_5_2760|chrm5|Putative
OG0006992		tr|Q1K5L4|Q1K5L4_NEUCR	tr|F7WAN7|F7WAN7_SORMK	tr|G0RF15|G0RF15_HYPJQ, tr|G0RUF8|G0RUF8_HYPJQ	
OG0006993		sp|Q1K8E7|SREA_NEUCR	tr|F7W2F8|F7W2F8_SORMK	tr|G0RLN1|G0RLN1_HYPJQ	Pa_6_1720|chrm6|Putative
OG0006994		tr|Q7RYA8|Q7RYA8_NEUCR	tr|F7VM97|F7VM97_SORMK	tr|G0RWR7|G0RWR7_HYPJQ	Pa_6_6950|chrm6|Putative
OG0006995		tr|Q7RZT5|Q7RZT5_NEUCR	tr|F7VYC5|F7VYC5_SORMK	tr|G0R824|G0R824_HYPJQ	Pa_7_7540|chrm7|Putative
OG0006996		tr|Q7S3G0|Q7S3G0_NEUCR	tr|F7W3F6|F7W3F6_SORMK	tr|G0RI12|G0RI12_HYPJQ	Pa_0_1560|chrm5|Putative
OG0006997		tr|Q7SCY5|Q7SCY5_NEUCR	tr|F7VUR1|F7VUR1_SORMK	tr|G0RKB9|G0RKB9_HYPJQ	Pa_1_2430|chrm1|Putative
OG0006998		tr|Q7S0D0|Q7S0D0_NEUCR	tr|F7W8N9|F7W8N9_SORMK	tr|G0RKW8|G0RKW8_HYPJQ	Pa_5_11350|chrm5|Putative
OG0006999		tr|Q7SFG8|Q7SFG8_NEUCR	tr|F7VR55|F7VR55_SORMK	tr|G0RVW7|G0RVW7_HYPJQ	Pa_1_16250|chrm1|Putative
OG0007000		tr|U9W4K5|U9W4K5_NEUCR	tr|F7W3U6|F7W3U6_SORMK	tr|G0RCX4|G0RCX4_HYPJQ	Pa_7_9620|chrm7|Putative
OG0007001		tr|Q1K7F0|Q1K7F0_NEUCR	tr|F7VZ01|F7VZ01_SORMK	tr|G0R7A3|G0R7A3_HYPJQ	Pa_2_11220|chrm2|Putative
OG0007002		tr|Q1K7Y9|Q1K7Y9_NEUCR	tr|F7VWU6|F7VWU6_SORMK	tr|G0RHF0|G0RHF0_HYPJQ	Pa_2_3500|chrm2|Putative
OG0007003		tr|Q1K8E6|Q1K8E6_NEUCR	tr|F7W265|F7W265_SORMK	tr|G0RBL6|G0RBL6_HYPJQ	Pa_6_810|chrm6|Putative
OG0007004		tr|Q7SBP6|Q7SBP6_NEUCR	tr|F7W0T9|F7W0T9_SORMK	tr|G0RE63|G0RE63_HYPJQ	Pa_7_600|chrm7|Putative
OG0007005		tr|Q7SD87|Q7SD87_NEUCR	tr|F7VR39|F7VR39_SORMK		Pa_1_1050|chrm1|Putative, Pa_2_2920|chrm2|Putative
OG0007006		tr|Q1K6J5|Q1K6J5_NEUCR	tr|F7W2J2|F7W2J2_SORMK	tr|G0RG99|G0RG99_HYPJQ	Pa_2_7280|chrm2|Putative
OG0007007		tr|Q7S5Y1|Q7S5Y1_NEUCR	tr|F7VWL8|F7VWL8_SORMK	tr|G0RX61|G0RX61_HYPJQ	Pa_4_5800|chrm4|Putative
OG0007008		tr|Q7S9K9|Q7S9K9_NEUCR	tr|F7VN98|F7VN98_SORMK	tr|G0R9Q5|G0R9Q5_HYPJQ	Pa_6_2740|chrm6|Putative
OG0007009		tr|Q7SFM5|Q7SFM5_NEUCR	tr|F7VSZ3|F7VSZ3_SORMK	tr|G0RRD9|G0RRD9_HYPJQ	Pa_1_19670|chrm1|Putative
OG0007010		tr|V5ILL3|V5ILL3_NEUCR	tr|F7W6A4|F7W6A4_SORMK	tr|G0R7T1|G0R7T1_HYPJQ	Pa_4_2680|chrm4|Putative
OG0007011		sp|Q7SAA9|PSF2_NEUCR	tr|F7VNS5|F7VNS5_SORMK	tr|G0RC18|G0RC18_HYPJQ	Pa_6_9770|chrm6|Putative
OG0007012		sp|Q9P5K9|CAPZA_NEUCR	tr|F7W6H7|F7W6H7_SORMK	tr|G0RN93|G0RN93_HYPJQ	Pa_4_8830|chrm4|Putative
OG0007013		tr|Q7S710|Q7S710_NEUCR	tr|F7VWE5|F7VWE5_SORMK	tr|G0RIF3|G0RIF3_HYPJQ	Pa_4_3580|chrm4|Putative
OG0007014		tr|Q7SCF9|Q7SCF9_NEUCR	tr|F7VZQ3|F7VZQ3_SORMK	tr|G0RLG6|G0RLG6_HYPJQ	Pa_6_11810|chrm6|Putative
OG0007015		tr|V5IP97|V5IP97_NEUCR	tr|F7W1H9|F7W1H9_SORMK		Pa_1_13080|chrm1|Putative, Pa_5_4130|chrm5|Putative
OG0007016		tr|A7UVU1|A7UVU1_NEUCR	tr|F7W3R7|F7W3R7_SORMK	tr|G0RJ33|G0RJ33_HYPJQ	Pa_7_2740|chrm7|Putative
OG0007017		tr|Q1K4W4|Q1K4W4_NEUCR	tr|F7W7W8|F7W7W8_SORMK	tr|G0RA77|G0RA77_HYPJQ	Pa_6_4680|chrm6|Putative
OG0007018		tr|Q7S144|Q7S144_NEUCR	tr|F7W9T5|F7W9T5_SORMK	tr|G0RRL5|G0RRL5_HYPJQ	Pa_6_11080|chrm6|Putative
OG0007019		tr|Q7S8K6|Q7S8K6_NEUCR	tr|F7VRM4|F7VRM4_SORMK	tr|G0RKY6|G0RKY6_HYPJQ	Pa_3_4430|chrm3|Putative
